"Species","GeneID","Elements","GeneName","Citation.s....DOI.only","Closest.species.orthologs","Tissue","Comments","Primary.Inferred","Inferred.from","Inferred.Elements","A.thaliana_TAIR10 orthologs","G.max_Wm82.a2.v1 orthologs","M.truncatula_Mt4.0v1 orthologs","O.sativa_v7.0 orthologs","P.trichocarpa_v4.1 orthologs","S.bicolor_v3.1.1 orthologs","S.italica_v2.2 orthologs","S.viridis_v2.1 orthologs","V.vinifera_v2.1 orthologs","Z.mays_RefGen_V4 orthologs"
"P.trichocarpa_v4.1","Potri.010G108800","Zn",NA,NA,NA,NA,NA,"Inferred","AtPCR2",NA,"AT1G68610, AT5G35525, AT1G14880, AT1G14870","Glyma.05G236200, Glyma.05G236300, Glyma.08G043500, Glyma.07G041300, Glyma.07G185200","Medtr8g104890, Medtr5g017650, Medtr8g104870, Medtr8g104830","LOC_Os02g36940, LOC_Os02g36950","Potri.010G127700, Potri.008G132850, Potri.008G132775, Potri.010G109100, Potri.010G108900, Potri.010G108800, Potri.008G132900","Sobic.006G107900","Seita.1G209500","Sevir.1G212900","VIT_201s0011g03260, VIT_201s0011g05420, VIT_201s0011g05440, VIT_201s0011g05430, VIT_201s0011g05470, VIT_201s0011g05450",""
"P.trichocarpa_v4.1","Potri.010G108900","Zn",NA,NA,NA,NA,NA,"Inferred","AtPCR2",NA,"AT1G68610, AT5G35525, AT1G14880, AT1G14870","Glyma.05G236200, Glyma.05G236300, Glyma.08G043500, Glyma.07G041300, Glyma.07G185200","Medtr8g104890, Medtr5g017650, Medtr8g104870, Medtr8g104830","LOC_Os02g36940, LOC_Os02g36950","Potri.010G127700, Potri.008G132850, Potri.008G132775, Potri.010G109100, Potri.010G108900, Potri.010G108800, Potri.008G132900","Sobic.006G107900","Seita.1G209500","Sevir.1G212900","VIT_201s0011g03260, VIT_201s0011g05420, VIT_201s0011g05440, VIT_201s0011g05430, VIT_201s0011g05470, VIT_201s0011g05450",""
"P.trichocarpa_v4.1","Potri.010G109100","Zn",NA,NA,NA,NA,NA,"Inferred","AtPCR2",NA,"AT1G68610, AT5G35525, AT1G14880, AT1G14870","Glyma.05G236200, Glyma.05G236300, Glyma.08G043500, Glyma.07G041300, Glyma.07G185200","Medtr8g104890, Medtr5g017650, Medtr8g104870, Medtr8g104830","LOC_Os02g36940, LOC_Os02g36950","Potri.010G127700, Potri.008G132850, Potri.008G132775, Potri.010G109100, Potri.010G108900, Potri.010G108800, Potri.008G132900","Sobic.006G107900","Seita.1G209500","Sevir.1G212900","VIT_201s0011g03260, VIT_201s0011g05420, VIT_201s0011g05440, VIT_201s0011g05430, VIT_201s0011g05470, VIT_201s0011g05450",""
"P.trichocarpa_v4.1","Potri.010G122200","Fe,Zn,Mn",NA,NA,NA,NA,NA,"Inferred","AtBTS,OsHRZ1",NA,"AT3G18290","Glyma.09G182600, Glyma.07G093700, Glyma.08G044700, Glyma.05G237500","Medtr6g083900, Medtr8g104410","LOC_Os01g49470","Potri.008G123300, Potri.010G122200, Potri.012G055100","Sobic.009G222200, Sobic.003G262200","Seita.3G156900, Seita.5G276900","Sevir.3G159900, Sevir.5G279700","VIT_201s0011g03820, VIT_217s0000g03440","Zm00001d010913, Zm00001d038916, Zm00001d011622, Zm00001d043805, Zm00001d041834"
"P.trichocarpa_v4.1","Potri.010G123000","P",NA,NA,NA,NA,NA,"Inferred","AtMYB62",NA,"AT1G68320, AT1G25340","Glyma.08G042100, Glyma.05G234600, Glyma.07G092800, Glyma.09G183400, Glyma.10G273000, Glyma.20G117000","Medtr1g110460","LOC_Os01g03720","Potri.015G046200, Potri.012G055600, Potri.010G123000, Potri.008G122100","Sobic.003G087600","Seita.5G087200","Sevir.5G085400","VIT_217s0000g03560, VIT_201s0011g03730","Zm00001d040019, Zm00001d008528"
"P.trichocarpa_v4.1","Potri.010G127700","Zn",NA,NA,NA,NA,NA,"Inferred","AtPCR2",NA,"AT1G68610, AT5G35525, AT1G14880, AT1G14870","Glyma.05G236200, Glyma.05G236300, Glyma.08G043500, Glyma.07G041300, Glyma.07G185200","Medtr8g104890, Medtr5g017650, Medtr8g104870, Medtr8g104830","LOC_Os02g36940, LOC_Os02g36950","Potri.010G127700, Potri.008G132850, Potri.008G132775, Potri.010G109100, Potri.010G108900, Potri.010G108800, Potri.008G132900","Sobic.006G107900","Seita.1G209500","Sevir.1G212900","VIT_201s0011g03260, VIT_201s0011g05420, VIT_201s0011g05440, VIT_201s0011g05430, VIT_201s0011g05470, VIT_201s0011g05450",""
"P.trichocarpa_v4.1","Potri.010G164900","P",NA,NA,NA,NA,NA,"Inferred","AtPHO1;H3",NA,"AT4G25350, AT1G35350, AT1G26730, AT1G14040, AT2G03240, AT2G03260, AT2G03250","Glyma.20G032400, Glyma.20G032200, Glyma.20G032500, Glyma.20G032600","","","Potri.010G165801, Potri.010G165300, Potri.010G164900, Potri.008G090400","","","","VIT_201s0182g00150, VIT_201s0182g00130, VIT_200s1333g00010, VIT_201s0182g00060, VIT_201s0182g00140",""
"P.trichocarpa_v4.1","Potri.010G165300","P",NA,NA,NA,NA,NA,"Inferred","AtPHO1;H3",NA,"AT4G25350, AT1G35350, AT1G26730, AT1G14040, AT2G03240, AT2G03260, AT2G03250","Glyma.20G032400, Glyma.20G032200, Glyma.20G032500, Glyma.20G032600","","","Potri.010G165801, Potri.010G165300, Potri.010G164900, Potri.008G090400","","","","VIT_201s0182g00150, VIT_201s0182g00130, VIT_200s1333g00010, VIT_201s0182g00060, VIT_201s0182g00140",""
"P.trichocarpa_v4.1","Potri.010G165801","P",NA,NA,NA,NA,NA,"Inferred","AtPHO1;H3",NA,"AT4G25350, AT1G35350, AT1G26730, AT1G14040, AT2G03240, AT2G03260, AT2G03250","Glyma.20G032400, Glyma.20G032200, Glyma.20G032500, Glyma.20G032600","","","Potri.010G165801, Potri.010G165300, Potri.010G164900, Potri.008G090400","","","","VIT_201s0182g00150, VIT_201s0182g00130, VIT_200s1333g00010, VIT_201s0182g00060, VIT_201s0182g00140",""
"P.trichocarpa_v4.1","Potri.010G172600","Mn",NA,NA,NA,NA,NA,"Inferred","OsMTP9",NA,"AT1G79520, AT1G16310","Glyma.09G122600, Glyma.09G099500, Glyma.08G164700, Glyma.15G262400, Glyma.15G262300, Glyma.08G164800","Medtr3g080090, Medtr8g046550, Medtr2g064405","LOC_Os01g03914","Potri.010G172700, Potri.008G083600, Potri.010G172600, Potri.010G172800, Potri.010G172900","Sobic.003G086300","Seita.5G088300","Sevir.5G086900","VIT_219s0085g00650, VIT_218s0041g00090","Zm00001d040002"
"P.trichocarpa_v4.1","Potri.010G172700","Mn",NA,NA,NA,NA,NA,"Inferred","OsMTP9",NA,"AT1G79520, AT1G16310","Glyma.09G122600, Glyma.09G099500, Glyma.08G164700, Glyma.15G262400, Glyma.15G262300, Glyma.08G164800","Medtr3g080090, Medtr8g046550, Medtr2g064405","LOC_Os01g03914","Potri.010G172700, Potri.008G083600, Potri.010G172600, Potri.010G172800, Potri.010G172900","Sobic.003G086300","Seita.5G088300","Sevir.5G086900","VIT_219s0085g00650, VIT_218s0041g00090","Zm00001d040002"
"P.trichocarpa_v4.1","Potri.010G172800","Mn",NA,NA,NA,NA,NA,"Inferred","OsMTP9",NA,"AT1G79520, AT1G16310","Glyma.09G122600, Glyma.09G099500, Glyma.08G164700, Glyma.15G262400, Glyma.15G262300, Glyma.08G164800","Medtr3g080090, Medtr8g046550, Medtr2g064405","LOC_Os01g03914","Potri.010G172700, Potri.008G083600, Potri.010G172600, Potri.010G172800, Potri.010G172900","Sobic.003G086300","Seita.5G088300","Sevir.5G086900","VIT_219s0085g00650, VIT_218s0041g00090","Zm00001d040002"
"P.trichocarpa_v4.1","Potri.010G172900","Mn",NA,NA,NA,NA,NA,"Inferred","OsMTP9",NA,"AT1G79520, AT1G16310","Glyma.09G122600, Glyma.09G099500, Glyma.08G164700, Glyma.15G262400, Glyma.15G262300, Glyma.08G164800","Medtr3g080090, Medtr8g046550, Medtr2g064405","LOC_Os01g03914","Potri.010G172700, Potri.008G083600, Potri.010G172600, Potri.010G172800, Potri.010G172900","Sobic.003G086300","Seita.5G088300","Sevir.5G086900","VIT_219s0085g00650, VIT_218s0041g00090","Zm00001d040002"
"P.trichocarpa_v4.1","Potri.010G173300","Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtZIP1,OsZIP3,OsZIP5",NA,"AT3G12750, AT1G05300, AT2G32270","Glyma.13G004400, Glyma.20G063100, Glyma.15G262800, Glyma.08G164400","Medtr3g081690, Medtr3g082050, Medtr3g081640, Medtr3g081580, Medtr2g064310, Medtr3g073900, Medtr3g073950","LOC_Os07g12890, LOC_Os05g39560, LOC_Os05g39540, LOC_Os04g52310, LOC_Os08g10630","Potri.006G006800, Potri.006G006600, Potri.006G006902, Potri.010G173300, Potri.008G083100","Sobic.002G083200, Sobic.009G170500, Sobic.007G064900, Sobic.006G212200, Sobic.007G075700","Seita.2G090600, Seita.3G208000, Seita.3G208100, Seita.7G190900, Seita.7G234300, Seita.6G026600","Sevir.2G093200, Sevir.3G213300, Sevir.3G213400, Sevir.7G203200, Sevir.7G245900, Sevir.6G025100","VIT_203s0017g02170, VIT_203s0017g02190, VIT_219s0085g00740, VIT_219s0085g00795","Zm00001d019228, Zm00001d038437, Zm00001d002343, Zm00001d049375, Zm00001d049993, Zm00001d019227"
"P.trichocarpa_v4.1","Potri.010G191000","Al",NA,NA,NA,NA,NA,"Inferred","OsAUX3",NA,"AT5G01240, AT2G38120","Glyma.01G114000, Glyma.03G063600, Glyma.03G063900, Glyma.07G147000, Glyma.18G198400, Glyma.02G255800, Glyma.14G060700, Glyma.11G228300, Glyma.18G029000","Medtr4g415390, Medtr7g067450, Medtr5g082220","LOC_Os01g63770, LOC_Os05g37470, LOC_Os03g14080, LOC_Os10g05690","Potri.006G098300, Potri.016G113600, Potri.008G066400, Potri.010G191000","Sobic.003G361300, Sobic.009G156600, Sobic.001G439000, Sobic.001G267100","Seita.5G387200, Seita.3G223500, Seita.9G471700, Seita.9G288200","Sevir.5G392400, Sevir.3G228500, Sevir.9G475300, Sevir.9G295700","VIT_208s0007g02030, VIT_213s0067g00330","Zm00001d042809, Zm00001d038275, Zm00001d028401, Zm00001d030310"
"P.trichocarpa_v4.1","Potri.010G191800","Na,K,Rb,Mg,Ca,Fe,Mo",NA,NA,NA,NA,NA,"Inferred","AtTSC10a",NA,"AT5G19200, AT3G06060","Glyma.15G105400, Glyma.13G207200, Glyma.12G174300","Medtr3g098750, Medtr2g022600","LOC_Os02g47350","Potri.010G191800","Sobic.004G269700, Sobic.004G337066","Seita.1G287300","Sevir.1G292400","VIT_205s0020g02840","Zm00001d051552, Zm00001d017748"
"P.trichocarpa_v4.1","Potri.010G209400","Ni",NA,NA,NA,NA,NA,"Inferred","AtZAT11",NA,"AT2G28710, AT2G37430, AT3G53600","Glyma.20G099100, Glyma.10G290200, Glyma.02G094500, Glyma.18G287200, Glyma.13G333400, Glyma.15G040700, Glyma.12G065800, Glyma.11G142500, Glyma.03G173200, Glyma.19G174100, Glyma.10G045200, Glyma.13G132800, Glyma.03G173100, Glyma.19G174000, Glyma.19G174200, Glyma.03G173300, Glyma.13G133100, Glyma.10G045400","Medtr7g023560, Medtr2g096540, Medtr1g067660, Medtr7g100100, Medtr1g067650, Medtr1g067640","LOC_Os03g17150","Potri.010G209400, Potri.008G051200, Potri.009G027700, Potri.001G235800","Sobic.001G035300, Sobic.001G416200","Seita.9G034400, Seita.9G449600","Sevir.9G033500, Sevir.9G453500","VIT_213s0019g00480, VIT_206s0004g04180","Zm00001d034639, Zm00001d028667, Zm00001d047786"
"P.trichocarpa_v4.1","Potri.010G211300","Mn",NA,NA,NA,NA,NA,"Inferred","AtMTP11",NA,"AT2G39450","Glyma.02G095400, Glyma.18G286100","Medtr7g022890","LOC_Os01g62070","Potri.010G211300, Potri.008G049600","Sobic.003G349200","Seita.3G215300, Seita.5G374300","Sevir.3G220300, Sevir.5G379500","VIT_213s0019g00020","Zm00001d042939"
"P.trichocarpa_v4.1","Potri.010G211800","Ca,Mn,Zn,Na,S,K,As,Se,Mo",NA,NA,NA,NA,NA,"Inferred","AtESB1",NA,"AT1G07730, AT2G28670, AT3G55230, AT2G39430","Glyma.11G144200, Glyma.11G144000, Glyma.12G067400, Glyma.11G144400, Glyma.08G258300, Glyma.18G282600","Medtr4g062520, Medtr4g062470, Medtr4g062460, Medtr1g115510, Medtr7g021300","LOC_Os01g06250, LOC_Os03g17220","Potri.008G049200, Potri.010G211800, Potri.008G049100, Potri.010G211900","Sobic.003G064800, Sobic.001G414800","Seita.5G110100, Seita.9G448600","Sevir.5G106900, Sevir.9G452600","VIT_200s0317g00070, VIT_206s0004g04035, VIT_200s0317g00080","Zm00001d039788, Zm00001d047775"
"P.trichocarpa_v4.1","Potri.010G211900","Ca,Mn,Zn,Na,S,K,As,Se,Mo",NA,NA,NA,NA,NA,"Inferred","AtESB1",NA,"AT1G07730, AT2G28670, AT3G55230, AT2G39430","Glyma.11G144200, Glyma.11G144000, Glyma.12G067400, Glyma.11G144400, Glyma.08G258300, Glyma.18G282600","Medtr4g062520, Medtr4g062470, Medtr4g062460, Medtr1g115510, Medtr7g021300","LOC_Os01g06250, LOC_Os03g17220","Potri.008G049200, Potri.010G211800, Potri.008G049100, Potri.010G211900","Sobic.003G064800, Sobic.001G414800","Seita.5G110100, Seita.9G448600","Sevir.5G106900, Sevir.9G452600","VIT_200s0317g00070, VIT_206s0004g04035, VIT_200s0317g00080","Zm00001d039788, Zm00001d047775"
"P.trichocarpa_v4.1","Potri.010G232400","P",NA,NA,NA,NA,NA,"Inferred","OsPHF1",NA,"AT3G52190","Glyma.20G190300, Glyma.10G200200","Medtr1g090873","LOC_Os07g09000, LOC_Os03g58570","Potri.010G232400, Potri.008G029200","Sobic.002G060900, Sobic.001G054000, Sobic.010G227900","Seita.2G065200, Seita.9G052300","Sevir.2G068500, Sevir.9G051400","VIT_213s0074g00010","Zm00001d019048, Zm00001d034487"
"P.trichocarpa_v4.1","Potri.010G236500","Cu",NA,NA,NA,NA,NA,"Inferred","AtAX1,OsATX1",NA,"AT1G66240","Glyma.20G187100, Glyma.10G203200","Medtr1g092670","LOC_Os08g10480","Potri.008G023800, Potri.010G236500","Sobic.008G179500","Seita.8G110600","Sevir.8G115200","VIT_213s0074g00770","Zm00001d031132"
"P.trichocarpa_v4.1","Potri.010G239700","Fe",NA,NA,NA,NA,NA,"Inferred","OsHORZ1",NA,"AT3G54290","Glyma.10G111100, Glyma.10G278400, Glyma.20G111300","Medtr1g050385, Medtr1g111960","LOC_Os01g64250","Potri.010G239700, Potri.008G019700","Sobic.003G364900","Seita.5G390600","Sevir.5G395800","VIT_213s0101g00520","Zm00001d013872, Zm00001d012290, Zm00001d042764"
"P.trichocarpa_v4.1","Potri.011G031000","Cd,Co,Fe,Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtILR3,OsPRI1",NA,"AT5G54680, AT1G51070","Glyma.15G063000, Glyma.15G062600, Glyma.12G196700, Glyma.13G305500, Glyma.12G136300, Glyma.06G266800, Glyma.13G286700, Glyma.12G214900","Medtr2g089000, Medtr4g081370, Medtr2g082640","LOC_Os08g04390, LOC_Os07g35870","Potri.004G031800, Potri.011G031000, Potri.001G416600, Potri.011G132400","Sobic.007G033800, Sobic.002G329300","Seita.6G069500, Seita.2G342600","Sevir.6G068300, Sevir.2G352900","VIT_200s0532g00050, VIT_219s0014g05100, VIT_212s0059g02650","Zm00001d027911, Zm00001d046173, Zm00001d049384, Zm00001d046571, Zm00001d024679, Zm00001d021701"
"P.trichocarpa_v4.1","Potri.011G043100","Cd,As",NA,NA,NA,NA,NA,"Inferred","AtABCC1,OsABCC1",NA,"AT2G34660, AT1G30400, AT1G30410, AT1G30420","Glyma.15G092400, Glyma.13G220000, Glyma.06G312300","Medtr2g019020, Medtr3g011820, Medtr3g011840","LOC_Os04g52900","Potri.011G091200.12.p, Potri.004G034700, Potri.004G034800, Potri.011G043100","Sobic.010G093800, Sobic.006G219300","Seita.7G241100","Sevir.7G252600","VIT_210s0003g04390, VIT_210s0003g04470","Zm00001d002275"
"P.trichocarpa_v4.1","Potri.011G052600","P",NA,NA,NA,NA,NA,"Inferred","AtPHO2,OsPHO2",NA,"AT2G33770","Glyma.18G170400, Glyma.15G074200, Glyma.13G239100, Glyma.13G179600, Glyma.07G196500, Glyma.06G090000","Medtr4g020620, Medtr2g013650, Medtr4g088835","LOC_Os05g48390","Potri.011G052600, Potri.004G043500","Sobic.009G228100","Seita.3G150400","Sevir.3G153100","VIT_200s0265g00070","Zm00001d038972"
"P.trichocarpa_v4.1","Potri.011G055224","Fe,Zn,Cu,Mn",NA,NA,NA,NA,NA,"Inferred","AtYSL1,AtYSL3,OsYSL2,OsYSL9,OsYSL16",NA,"AT5G24380, AT5G53550, AT4G24120","Glyma.17G191300, Glyma.06G133000, Glyma.09G127600, Glyma.04G231900, Glyma.13G001500, Glyma.20G068300, Glyma.20G217400, Glyma.10G172900","Medtr3g092090, Medtr1g077840","LOC_Os04g45860, LOC_Os04g45900, LOC_Os02g43370","Potri.011G055224, Potri.001G084400, Potri.001G082400","Sobic.006G164200, Sobic.006G164300, Sobic.004G299700","Seita.7G185000, Seita.7G185100, Seita.1G254200, Seita.1G254100","Sevir.7G195100, Sevir.7G195200, Sevir.1G258500, Sevir.1G258400","VIT_216s0098g01250, VIT_202s0025g02500, VIT_202s0025g02510","Zm00001d002797, Zm00001d025977, Zm00001d017427"
"P.trichocarpa_v4.1","Potri.011G072100","Al,As",NA,NA,NA,NA,NA,"Inferred","AtNIP1;2,OsNIP1;1",NA,"AT4G19030, AT4G18910","Glyma.05G162500, Glyma.08G120100, Glyma.08G120200, Glyma.05G162600, Glyma.13G224900, Glyma.15G087300","Medtr8g087710, Medtr8g087720, Medtr2g017660, Medtr2g017620, Medtr2g017590, Medtr2g017610, Medtr2g017570","LOC_Os02g13870","Potri.011G072100, Potri.004G063000","Sobic.004G102200","Seita.1G025100","Sevir.1G025500","VIT_210s0003g01830","Zm00001d016237"
"P.trichocarpa_v4.1","Potri.011G090900","Ca,K,Na,S",NA,NA,NA,NA,NA,"Inferred","AtCCC",NA,"AT1G30450","Glyma.15G193400, Glyma.09G085300","Medtr2g048510","LOC_Os08g23440","Potri.001G357600, Potri.011G090900","Sobic.005G040700, Sobic.002G243300, Sobic.009G105900","Seita.5G025700, Seita.3G275800","Sevir.5G024400, Sevir.3G283200","VIT_210s0003g04530","Zm00001d052570, Zm00001d037970, Zm00001d010029"
"P.trichocarpa_v4.1","Potri.011G091200.12.p","Cd,As",NA,NA,NA,NA,NA,"Inferred","AtABCC1,OsABCC1",NA,"AT2G34660, AT1G30400, AT1G30410, AT1G30420","Glyma.15G092400, Glyma.13G220000, Glyma.06G312300","Medtr2g019020, Medtr3g011820, Medtr3g011840","LOC_Os04g52900","Potri.011G091200.12.p, Potri.004G034700, Potri.004G034800, Potri.011G043100","Sobic.010G093800, Sobic.006G219300","Seita.7G241100","Sevir.7G252600","VIT_210s0003g04390, VIT_210s0003g04470","Zm00001d002275"
"P.trichocarpa_v4.1","Potri.011G121100","Na,Fe,Zn,Mn,Mo",NA,NA,NA,NA,NA,"Inferred","AtCTL1",NA,"AT3G15380","Glyma.13G278300, Glyma.12G223200, Glyma.12G150800, Glyma.06G246600","Medtr2g079490, Medtr8g059125","LOC_Os04g58504, LOC_Os04g58470","Potri.011G121100","Sobic.007G000700, Sobic.006G270400","Seita.6G001600, Seita.3G012800","Sevir.6G001500, Sevir.3G014100","VIT_219s0014g02970","Zm00001d052748, Zm00001d001803, Zm00001d049445"
"P.trichocarpa_v4.1","Potri.011G132400","Cd,Co,Fe,Mn,Zn",NA,NA,NA,NA,NA,"Inferred","AtILR3,OsPRI1",NA,"AT5G54680, AT1G51070","Glyma.15G063000, Glyma.15G062600, Glyma.12G196700, Glyma.13G305500, Glyma.12G136300, Glyma.06G266800, Glyma.13G286700, Glyma.12G214900","Medtr2g089000, Medtr4g081370, Medtr2g082640","LOC_Os08g04390, LOC_Os07g35870","Potri.004G031800, Potri.011G031000, Potri.001G416600, Potri.011G132400","Sobic.007G033800, Sobic.002G329300","Seita.6G069500, Seita.2G342600","Sevir.6G068300, Sevir.2G352900","VIT_200s0532g00050, VIT_219s0014g05100, VIT_212s0059g02650","Zm00001d027911, Zm00001d046173, Zm00001d049384, Zm00001d046571, Zm00001d024679, Zm00001d021701"
"P.trichocarpa_v4.1","Potri.011G136000","Cd",NA,NA,NA,NA,NA,"Inferred","AtTSB1",NA,"AT5G54810, AT4G27070","Glyma.18G102800, Glyma.08G312300","Medtr3g051120, Medtr3g049410","LOC_Os08g04180","Potri.001G420300, Potri.011G136000","Sobic.007G032000","Seita.6G072900","Sevir.6G072000","VIT_219s0177g00310","Zm00001d049610, Zm00001d024702"
"P.trichocarpa_v4.1","Potri.011G146900","B",NA,NA,NA,NA,NA,"Inferred","AtNIP5;1,ZmTLS1",NA,"AT4G10380","Glyma.20G170400, Glyma.10G221100","Medtr1g097840","LOC_Os10g36924","Potri.001G455000, Potri.011G146900","Sobic.001G195800","Seita.9G193500","Sevir.9G193400","VIT_202s0025g03260","Zm00001d032461"
"P.trichocarpa_v4.1","Potri.011G150600","Zn",NA,NA,NA,NA,NA,"Inferred","AtMTP3",NA,"AT3G58810","","","LOC_Os05g03780","Potri.001G450900, Potri.011G150600","Sobic.009G029500","Seita.3G049900","Sevir.3G050000","VIT_202s0025g02900","Zm00001d035447, Zm00001d010954"
"P.trichocarpa_v4.1","Potri.012G002200","Pb",NA,NA,NA,NA,NA,"Inferred","AtCNGC1",NA,"AT5G53130","Glyma.14G161600, Glyma.04G237400, Glyma.06G126600","Medtr1g028370, Medtr3g091080","LOC_Os06g33570, LOC_Os06g33600, LOC_Os02g15580","Potri.015G019100, Potri.012G002200","Sobic.010G153700, Sobic.004G113400, Sobic.004G113300","Seita.4G168400, Seita.1G014200","Sevir.4G136300, Sevir.1G014200","VIT_216s0050g02560","Zm00001d037035, Zm00001d053401"
"P.trichocarpa_v4.1","Potri.012G055100","Fe,Zn,Mn",NA,NA,NA,NA,NA,"Inferred","AtBTS,OsHRZ1",NA,"AT3G18290","Glyma.09G182600, Glyma.07G093700, Glyma.08G044700, Glyma.05G237500","Medtr6g083900, Medtr8g104410","LOC_Os01g49470","Potri.008G123300, Potri.010G122200, Potri.012G055100","Sobic.009G222200, Sobic.003G262200","Seita.3G156900, Seita.5G276900","Sevir.3G159900, Sevir.5G279700","VIT_201s0011g03820, VIT_217s0000g03440","Zm00001d010913, Zm00001d038916, Zm00001d011622, Zm00001d043805, Zm00001d041834"
"P.trichocarpa_v4.1","Potri.012G055600","P",NA,NA,NA,NA,NA,"Inferred","AtMYB62",NA,"AT1G68320, AT1G25340","Glyma.08G042100, Glyma.05G234600, Glyma.07G092800, Glyma.09G183400, Glyma.10G273000, Glyma.20G117000","Medtr1g110460","LOC_Os01g03720","Potri.015G046200, Potri.012G055600, Potri.010G123000, Potri.008G122100","Sobic.003G087600","Seita.5G087200","Sevir.5G085400","VIT_217s0000g03560, VIT_201s0011g03730","Zm00001d040019, Zm00001d008528"
"P.trichocarpa_v4.1","Potri.012G071600","Na",NA,NA,NA,NA,NA,"Inferred","AtAHA4",NA,"AT5G62670, AT3G47950","Glyma.13G065400, Glyma.19G019200, Glyma.06G189900, Glyma.04G174800, Glyma.17G096100, Glyma.05G030700","Medtr6g011310, Medtr4g107500","LOC_Os03g48310, LOC_Os12g44150, LOC_Os07g09340","Potri.012G071600, Potri.015G066000","Sobic.001G132400, Sobic.008G190500, Sobic.002G065000","Seita.9G134900, Seita.3G406700, Seita.2G068600","Sevir.9G133800, Sevir.3G424800, Sevir.2G071500","VIT_214s0066g02550, VIT_217s0000g05540","Zm00001d033552, Zm00001d041214, Zm00001d019062"
"P.trichocarpa_v4.1","Potri.012G088300","Ca",NA,NA,NA,NA,NA,"Inferred","AtLOTR1",NA,"AT5G50150, AT1G10750, AT1G70550, AT1G23340","Glyma.05G039800, Glyma.17G087100, Glyma.10G167900, Glyma.02G037400, Glyma.01G027800","Medtr3g077430, Medtr4g105400, Medtr8g069575, Medtr8g069590, Medtr8g069630, Medtr2g073050, Medtr5g033650","LOC_Os01g07570, LOC_Os06g28000, LOC_Os01g36660, LOC_Os11g47740","Potri.012G088300, Potri.015G080300, Potri.008G188000, Potri.010G044300","Sobic.003G052000, Sobic.010G143300, Sobic.003G184500","Seita.5G120400, Seita.4G150700, Seita.5G194000, Seita.8G156400, Seita.3G283200","Sevir.5G117000, Sevir.4G161600, Sevir.5G196200","VIT_217s0000g08870, VIT_200s0394g00010","Zm00001d008716, Zm00001d045987, Zm00001d044534"
"P.trichocarpa_v4.1","Potri.013G035200","As,S,Se",NA,NA,NA,NA,NA,"Inferred","OsASTOL1",NA,"AT5G28030, AT5G28020, AT3G04940, AT3G22460, AT4G14880","Glyma.15G262500, Glyma.10G159700, Glyma.20G228900, Glyma.10G159800, Glyma.03G244800, Glyma.19G242300, Glyma.20G148100, Glyma.11G005800","Medtr1g081625, Medtr1g081640, Medtr1g081620, Medtr1g081610, Medtr1g103690, Medtr5g006340","LOC_Os12g42980, LOC_Os03g53650","Potri.013G035200, Potri.005G048066, Potri.005G048132, Potri.005G048400, Potri.005G048700, Potri.013G035500, Potri.008G153300","Sobic.008G179900, Sobic.006G077900","Seita.3G397200, Seita.7G096600","Sevir.3G415300, Sevir.7G104400","VIT_214s0030g01520, VIT_214s0030g01550, VIT_214s0030g01540","Zm00001d031136, Zm00001d003717"
"P.trichocarpa_v4.1","Potri.013G035500","As,S,Se",NA,NA,NA,NA,NA,"Inferred","OsASTOL1",NA,"AT5G28030, AT5G28020, AT3G04940, AT3G22460, AT4G14880","Glyma.15G262500, Glyma.10G159700, Glyma.20G228900, Glyma.10G159800, Glyma.03G244800, Glyma.19G242300, Glyma.20G148100, Glyma.11G005800","Medtr1g081625, Medtr1g081640, Medtr1g081620, Medtr1g081610, Medtr1g103690, Medtr5g006340","LOC_Os12g42980, LOC_Os03g53650","Potri.013G035200, Potri.005G048066, Potri.005G048132, Potri.005G048400, Potri.005G048700, Potri.013G035500, Potri.008G153300","Sobic.008G179900, Sobic.006G077900","Seita.3G397200, Seita.7G096600","Sevir.3G415300, Sevir.7G104400","VIT_214s0030g01520, VIT_214s0030g01550, VIT_214s0030g01540","Zm00001d031136, Zm00001d003717"
"P.trichocarpa_v4.1","Potri.013G048000","P",NA,NA,NA,NA,NA,"Inferred","AtPHR1",NA,"AT5G29000, AT3G04450, AT2G20400, AT4G28610","Glyma.10G039700, Glyma.13G126200, Glyma.19G167500, Glyma.03G166400, Glyma.19G247600, Glyma.03G250000","Medtr7g098250, Medtr1g080330, Medtr7g115530","LOC_Os07g25710","Potri.002G257800.11.p, Potri.013G048000, Potri.019G020900","Sobic.002G121600","Seita.2G118400","Sevir.2G125000","VIT_207s0005g04120, VIT_214s0036g01380","Zm00001d019536"
"P.trichocarpa_v4.1","Potri.014G049600","Mg,P,S,Co",NA,NA,NA,NA,NA,"Inferred","AtUCC2",NA,"AT2G44790, AT3G60270, AT3G60280","Glyma.03G109900, Glyma.07G115000","Medtr8g007035, Medtr8g007020","LOC_Os04g46130, LOC_Os02g43660","Potri.014G049600","Sobic.006G166800, Sobic.004G297900","Seita.2G157200, Seita.1G256300","Sevir.7G198000, Sevir.1G260500","VIT_215s0021g01390","Zm00001d002772, Zm00001d051333, Zm00001d017455"
