"Species","GeneID","GeneName","Elements","Citation.s....DOI.only","Closest.species.orthologs","Tissue","Comments","Primary.Inferred","Inferred.from","Inferred.Elements","A.thaliana_TAIR10 orthologs","G.max_Wm82.a2.v1 orthologs","M.truncatula_Mt4.0v1 orthologs","O.sativa_v7.0 orthologs","P.trichocarpa_v4.1 orthologs","S.bicolor_v3.1.1 orthologs","S.italica_v2.2 orthologs","S.viridis_v2.1 orthologs","V.vinifera_v2.1 orthologs","Z.mays_RefGen_V4 orthologs"
"Z.mays_RefGen_V4","Zm00001d040002",NA,"Mn",NA,NA,NA,NA,"Inferred","OsMTP9",NA,"AT1G79520, AT1G16310","Glyma.09G122600, Glyma.09G099500, Glyma.08G164700, Glyma.15G262400, Glyma.15G262300, Glyma.08G164800","Medtr3g080090, Medtr8g046550, Medtr2g064405","LOC_Os01g03914","Potri.010G172700, Potri.008G083600, Potri.010G172600, Potri.010G172800, Potri.010G172900","Sobic.003G086300","Seita.5G088300","Sevir.5G086900","VIT_219s0085g00650, VIT_218s0041g00090","Zm00001d040002"
"Z.mays_RefGen_V4","Zm00001d040019",NA,"P",NA,NA,NA,NA,"Inferred","AtMYB62",NA,"AT1G68320, AT1G25340","Glyma.08G042100, Glyma.05G234600, Glyma.07G092800, Glyma.09G183400, Glyma.10G273000, Glyma.20G117000","Medtr1g110460","LOC_Os01g03720","Potri.015G046200, Potri.012G055600, Potri.010G123000, Potri.008G122100","Sobic.003G087600","Seita.5G087200","Sevir.5G085400","VIT_217s0000g03560, VIT_201s0011g03730","Zm00001d040019, Zm00001d008528"
"Z.mays_RefGen_V4","Zm00001d041214",NA,"Na",NA,NA,NA,NA,"Inferred","AtAHA4",NA,"AT5G62670, AT3G47950","Glyma.13G065400, Glyma.19G019200, Glyma.06G189900, Glyma.04G174800, Glyma.17G096100, Glyma.05G030700","Medtr6g011310, Medtr4g107500","LOC_Os03g48310, LOC_Os12g44150, LOC_Os07g09340","Potri.012G071600, Potri.015G066000","Sobic.001G132400, Sobic.008G190500, Sobic.002G065000","Seita.9G134900, Seita.3G406700, Seita.2G068600","Sevir.9G133800, Sevir.3G424800, Sevir.2G071500","VIT_214s0066g02550, VIT_217s0000g05540","Zm00001d033552, Zm00001d041214, Zm00001d019062"
"Z.mays_RefGen_V4","Zm00001d041590",NA,"B",NA,NA,NA,NA,"Inferred","AtBOR1,AtBOR2,OsBOR1",NA,"AT2G47160, AT3G62270","Glyma.03G222300, Glyma.19G219500","Medtr7g110000","LOC_Os12g37840","Potri.014G116000, Potri.002G191000","Sobic.008G132300","Seita.3G333100","Sevir.3G347400","VIT_207s0005g02060","Zm00001d041590, Zm00001d030656"
"Z.mays_RefGen_V4","Zm00001d041834",NA,"Fe,Zn,Mn",NA,NA,NA,NA,"Inferred","AtBTS,OsHRZ1",NA,"AT3G18290","Glyma.09G182600, Glyma.07G093700, Glyma.08G044700, Glyma.05G237500","Medtr6g083900, Medtr8g104410","LOC_Os01g49470","Potri.008G123300, Potri.010G122200, Potri.012G055100","Sobic.009G222200, Sobic.003G262200","Seita.3G156900, Seita.5G276900","Sevir.3G159900, Sevir.5G279700","VIT_201s0011g03820, VIT_217s0000g03440","Zm00001d010913, Zm00001d038916, Zm00001d011622, Zm00001d043805, Zm00001d041834"
"Z.mays_RefGen_V4","Zm00001d042007",NA,"Fe",NA,NA,NA,NA,"Inferred","AtMfl1",NA,"AT5G42130","Glyma.02G084300, Glyma.19G036500","Medtr6g034515","LOC_Os01g73420","Potri.005G189600","Sobic.003G439100","Seita.5G464300","Sevir.5G470600","VIT_218s0166g00130","Zm00001d042007"
"Z.mays_RefGen_V4","Zm00001d042062",NA,"Fe,Mn,Zn,Cu",NA,NA,NA,NA,"Inferred","AtbHLH38,AtbHLH39,OsIRO2",NA,"AT3G56970, AT3G56980, AT2G41240, AT5G04150","Glyma.19G132500, Glyma.19G132600, Glyma.03G130600, Glyma.03G130400","Medtr1g048720, Medtr1g048710, Medtr1g048750, Medtr7g090410","LOC_Os01g72370","Potri.016G037300, Potri.006G037600, Potri.006G037200","Sobic.003G428800","Seita.5G455700, Seita.9G469400","Sevir.5G462400, Sevir.9G473100","VIT_208s0007g05300, VIT_213s0073g00400, VIT_213s0047g00450","Zm00001d042062, Zm00001d011847"
"Z.mays_RefGen_V4","Zm00001d042441",NA,"Mg,Na",NA,NA,NA,NA,"Inferred","OsMGT1",NA,"","","","LOC_Os01g68040, LOC_Os01g64890","","Sobic.003G395600, Sobic.003G369600","Seita.5G421400, Seita.5G394800","Sevir.5G427000, Sevir.5G400300","","Zm00001d012102, Zm00001d042441"
"Z.mays_RefGen_V4","Zm00001d042661",NA,"S,Se",NA,NA,NA,NA,"Inferred","AtMSA1",NA,"AT1G36370, AT1G22020","Glyma.08G187800, Glyma.12G170300","Medtr2g006570, Medtr3g073470","LOC_Os05g35440, LOC_Os01g65410","Potri.001G212000, Potri.002G090200, Potri.005G170800","Sobic.003G373600","Seita.5G398800","Sevir.5G404100","VIT_212s0034g02380, VIT_218s0001g04340","Zm00001d042661, Zm00001d012247"
"Z.mays_RefGen_V4","Zm00001d042764",NA,"Fe",NA,NA,NA,NA,"Inferred","OsHORZ1",NA,"AT3G54290","Glyma.10G111100, Glyma.10G278400, Glyma.20G111300","Medtr1g050385, Medtr1g111960","LOC_Os01g64250","Potri.010G239700, Potri.008G019700","Sobic.003G364900","Seita.5G390600","Sevir.5G395800","VIT_213s0101g00520","Zm00001d013872, Zm00001d012290, Zm00001d042764"
"Z.mays_RefGen_V4","Zm00001d042809",NA,"Al",NA,NA,NA,NA,"Inferred","OsAUX3",NA,"AT5G01240, AT2G38120","Glyma.01G114000, Glyma.03G063600, Glyma.03G063900, Glyma.07G147000, Glyma.18G198400, Glyma.02G255800, Glyma.14G060700, Glyma.11G228300, Glyma.18G029000","Medtr4g415390, Medtr7g067450, Medtr5g082220","LOC_Os01g63770, LOC_Os05g37470, LOC_Os03g14080, LOC_Os10g05690","Potri.006G098300, Potri.016G113600, Potri.008G066400, Potri.010G191000","Sobic.003G361300, Sobic.009G156600, Sobic.001G439000, Sobic.001G267100","Seita.5G387200, Seita.3G223500, Seita.9G471700, Seita.9G288200","Sevir.5G392400, Sevir.3G228500, Sevir.9G475300, Sevir.9G295700","VIT_208s0007g02030, VIT_213s0067g00330","Zm00001d042809, Zm00001d038275, Zm00001d028401, Zm00001d030310"
"Z.mays_RefGen_V4","Zm00001d042939",NA,"Mn",NA,NA,NA,NA,"Inferred","AtMTP11",NA,"AT2G39450","Glyma.02G095400, Glyma.18G286100","Medtr7g022890","LOC_Os01g62070","Potri.010G211300, Potri.008G049600","Sobic.003G349200","Seita.3G215300, Seita.5G374300","Sevir.3G220300, Sevir.5G379500","VIT_213s0019g00020","Zm00001d042939"
"Z.mays_RefGen_V4","Zm00001d043240",NA,"Mo",NA,NA,NA,NA,"Inferred","OsOsDISMO1",NA,"AT4G21250, AT4G21260, AT1G11540, AT1G61740","Glyma.07G186600, Glyma.08G062600, Glyma.13G251400","Medtr2g010740","LOC_Os01g57700, LOC_Os01g57710","Potri.011G030900","Sobic.002G115600, Sobic.003G320600","Seita.5G343800","Sevir.2G118200, Sevir.5G348300","VIT_200s0532g00060","Zm00001d043240"
"Z.mays_RefGen_V4","Zm00001d043323",NA,"Cu",NA,NA,NA,NA,"Inferred","AtCOPT1,MtCOPT1",NA,"AT2G37925, AT5G59040, AT2G26975, AT5G59030, AT3G46900","Glyma.11G134700, Glyma.01G106700, Glyma.18G191300, Glyma.07G141200, Glyma.18G191900, Glyma.07G141600","Medtr4g064963, Medtr4g065123, Medtr4g065660, Medtr7g066070, Medtr4g019870, Medtr0027s0220","LOC_Os05g35050, LOC_Os01g56420, LOC_Os01g56430","Potri.009G038800, Potri.001G246000, Potri.009G038700, Potri.006G093200, Potri.006G093300","Sobic.003G310200, Sobic.005G059300","Seita.5G333200, Seita.5G333000, Seita.3G293100","Sevir.5G337400, Sevir.5G337200, Sevir.3G302000","VIT_206s0004g05760, VIT_206s0004g05750, VIT_206s0004g05763, VIT_208s0007g01470","Zm00001d043323, Zm00001d053025"
"Z.mays_RefGen_V4","Zm00001d043598",NA,"Cd",NA,NA,NA,NA,"Inferred","AtPEN3",NA,"AT1G15210, AT1G59870, AT3G16340","Glyma.08G201300, Glyma.07G015800, Glyma.13G355000","Medtr8g014360, Medtr2g101090","LOC_Os06g36090, LOC_Os01g52560","Potri.001G189500, Potri.003G049600","Sobic.010G165500, Sobic.003G281500","Seita.4G181500, Seita.5G302300","Sevir.4G150000, Sevir.5G304900","VIT_209s0002g03630, VIT_209s0002g03640","Zm00001d036986, Zm00001d046277, Zm00001d043598"
"Z.mays_RefGen_V4","Zm00001d043762",NA,"Cd",NA,NA,NA,NA,"Inferred","SbSbABCB11",NA,"AT5G46540, AT4G18050","Glyma.13G222000, Glyma.15G090200","Medtr2g018350, Medtr2g018320, Medtr6g078080, Medtr2g018530","LOC_Os01g50100, LOC_Os05g47500, LOC_Os01g50160, LOC_Os01g35030, LOC_Os05g47490","","Sobic.003G267300, Sobic.009G218450, Sobic.003G267700, Sobic.002G156400, Sobic.003G180400","Seita.5G283000, Seita.5G283600, Seita.5G283500, Seita.5G283700, Seita.5G189700, Seita.3G160100","Sevir.5G285600, Sevir.3G163160, Sevir.5G286200, Sevir.5G286066, Sevir.5G286300, Sevir.5G191900, Sevir.3G163501","VIT_210s0003g02540, VIT_210s0003g02580, VIT_210s0003g02570","Zm00001d011644, Zm00001d009448, Zm00001d043762, Zm00001d005528, Zm00001d044564, Zm00001d009447"
"Z.mays_RefGen_V4","Zm00001d043805",NA,"Fe,Zn,Mn",NA,NA,NA,NA,"Inferred","AtBTS,OsHRZ1",NA,"AT3G18290","Glyma.09G182600, Glyma.07G093700, Glyma.08G044700, Glyma.05G237500","Medtr6g083900, Medtr8g104410","LOC_Os01g49470","Potri.008G123300, Potri.010G122200, Potri.012G055100","Sobic.009G222200, Sobic.003G262200","Seita.3G156900, Seita.5G276900","Sevir.3G159900, Sevir.5G279700","VIT_201s0011g03820, VIT_217s0000g03440","Zm00001d010913, Zm00001d038916, Zm00001d011622, Zm00001d043805, Zm00001d041834"
"Z.mays_RefGen_V4","Zm00001d044056",NA,"K",NA,NA,NA,NA,"Inferred","OsAKT1",NA,"","Glyma.06G071100, Glyma.04G069400, Glyma.17G207900, Glyma.14G126500","Medtr3g107720, Medtr1g011755","LOC_Os01g45990, LOC_Os07g07910","","Sobic.003G237900, Sobic.002G049700","Seita.5G244400, Seita.2G049100","Sevir.5G252300, Sevir.2G053400","VIT_204s0008g04990","Zm00001d011473, Zm00001d044056, Zm00001d018924, Zm00001d018918"
"Z.mays_RefGen_V4","Zm00001d044068",NA,"Mo",NA,NA,NA,NA,"Inferred","AtMOT2",NA,"AT1G80310","Glyma.08G208700","Medtr4g011600","LOC_Os01g45830","","Sobic.003G237000","Seita.5G243200","Sevir.5G251200","VIT_209s0002g05660","Zm00001d044068"
"Z.mays_RefGen_V4","Zm00001d044285",NA,"K",NA,NA,NA,NA,"Inferred","AtCBL10",NA,"AT4G33000, AT4G16350","Glyma.17G229500, Glyma.07G010800, Glyma.08G194000","Medtr1g016430, Medtr8g016170, Medtr2g027520, Medtr2g027500","LOC_Os01g39770, LOC_Os01g51420","Potri.006G230200, Potri.003G037800, Potri.015G013200, Potri.001G090200","Sobic.003G196400, Sobic.003G275000","Seita.5G259100, Seita.5G291900","Sevir.5G210300, Sevir.5G294932","VIT_204s0008g00960, VIT_204s0008g00950","Zm00001d044285"
"Z.mays_RefGen_V4","Zm00001d044533",NA,"P,K",NA,NA,NA,NA,"Inferred","AtCAX3",NA,"AT3G51860, AT2G38170","Glyma.18G200500, Glyma.07G149600, Glyma.09G159600, Glyma.03G058500, Glyma.01G122800, Glyma.03G058300, Glyma.18G063200, Glyma.02G226500, Glyma.14G193400","Medtr7g068380, Medtr4g016720, Medtr5g070330","LOC_Os05g51610, LOC_Os01g37690","Potri.016G115500, Potri.006G099900, Potri.009G045800, Potri.001G251200","Sobic.009G257800, Sobic.003G184800","Seita.3G120500, Seita.5G194500","Sevir.3G122500, Sevir.5G196600","VIT_208s0007g02240, VIT_206s0004g06570","Zm00001d009763, Zm00001d044533"
"Z.mays_RefGen_V4","Zm00001d044534",NA,"Ca",NA,NA,NA,NA,"Inferred","AtLOTR1",NA,"AT5G50150, AT1G10750, AT1G70550, AT1G23340","Glyma.05G039800, Glyma.17G087100, Glyma.10G167900, Glyma.02G037400, Glyma.01G027800","Medtr3g077430, Medtr4g105400, Medtr8g069575, Medtr8g069590, Medtr8g069630, Medtr2g073050, Medtr5g033650","LOC_Os01g07570, LOC_Os06g28000, LOC_Os01g36660, LOC_Os11g47740","Potri.012G088300, Potri.015G080300, Potri.008G188000, Potri.010G044300","Sobic.003G052000, Sobic.010G143300, Sobic.003G184500","Seita.5G120400, Seita.4G150700, Seita.5G194000, Seita.8G156400, Seita.3G283200","Sevir.5G117000, Sevir.4G161600, Sevir.5G196200","VIT_217s0000g08870, VIT_200s0394g00010","Zm00001d008716, Zm00001d045987, Zm00001d044534"
"Z.mays_RefGen_V4","Zm00001d044564",NA,"Cd",NA,NA,NA,NA,"Inferred","SbSbABCB11",NA,"AT5G46540, AT4G18050","Glyma.13G222000, Glyma.15G090200","Medtr2g018350, Medtr2g018320, Medtr6g078080, Medtr2g018530","LOC_Os01g50100, LOC_Os05g47500, LOC_Os01g50160, LOC_Os01g35030, LOC_Os05g47490","","Sobic.003G267300, Sobic.009G218450, Sobic.003G267700, Sobic.002G156400, Sobic.003G180400","Seita.5G283000, Seita.5G283600, Seita.5G283500, Seita.5G283700, Seita.5G189700, Seita.3G160100","Sevir.5G285600, Sevir.3G163160, Sevir.5G286200, Sevir.5G286066, Sevir.5G286300, Sevir.5G191900, Sevir.3G163501","VIT_210s0003g02540, VIT_210s0003g02580, VIT_210s0003g02570","Zm00001d011644, Zm00001d009448, Zm00001d043762, Zm00001d005528, Zm00001d044564, Zm00001d009447"
"Z.mays_RefGen_V4","Zm00001d044826",NA,"Se",NA,NA,NA,NA,"Inferred","OsLSI1",NA,"","Glyma.18G259500, Glyma.09G238200","Medtr7g010650","LOC_Os06g12310, LOC_Os02g51110","Potri.017G083300","Sobic.010G092600, Sobic.004G238100","Seita.4G098700, Seita.1G318800","Sevir.4G097800, Sevir.1G325000","VIT_214s0108g00700","Zm00001d044826, Zm00001d037228, Zm00001d052261, Zm00001d018037"
"Z.mays_RefGen_V4","Zm00001d045385",NA,"Al",NA,NA,NA,NA,"Inferred","OsCDT3",NA,"","Glyma.13G361300, Glyma.15G012600","","LOC_Os06g05120, LOC_Os01g08300","Potri.001G177333, Potri.001G177366","","Seita.4G031300","Sevir.4G030200","VIT_209s0002g05180, VIT_211s0016g04510","Zm00001d045385"
"Z.mays_RefGen_V4","Zm00001d045491",NA,"Zn",NA,NA,NA,NA,"Inferred","AtVPT1,PHT5;1",NA,"AT4G11810, AT4G22990, AT1G63010","Glyma.18G228700, Glyma.09G263400, Glyma.09G128500, Glyma.16G176100, Glyma.20G163400","Medtr7g076520, Medtr1g099580, Medtr6g053510","LOC_Os06g03860, LOC_Os04g48390, LOC_Os02g45520","Potri.014G078000, Potri.003G120600, Potri.001G111400","Sobic.010G019000, Sobic.006G185500, Sobic.004G282900","Seita.4G018900, Seita.2G279600, Seita.7G205800, Seita.1G271500","Sevir.4G018800, Sevir.2G289500, Sevir.7G217700, Sevir.1G276200","VIT_215s0048g01090, VIT_202s0025g04540","Zm00001d045491, Zm00001d036020, Zm00001d002614, Zm00001d017597"
"Z.mays_RefGen_V4","Zm00001d045987",NA,"Ca",NA,NA,NA,NA,"Inferred","AtLOTR1",NA,"AT5G50150, AT1G10750, AT1G70550, AT1G23340","Glyma.05G039800, Glyma.17G087100, Glyma.10G167900, Glyma.02G037400, Glyma.01G027800","Medtr3g077430, Medtr4g105400, Medtr8g069575, Medtr8g069590, Medtr8g069630, Medtr2g073050, Medtr5g033650","LOC_Os01g07570, LOC_Os06g28000, LOC_Os01g36660, LOC_Os11g47740","Potri.012G088300, Potri.015G080300, Potri.008G188000, Potri.010G044300","Sobic.003G052000, Sobic.010G143300, Sobic.003G184500","Seita.5G120400, Seita.4G150700, Seita.5G194000, Seita.8G156400, Seita.3G283200","Sevir.5G117000, Sevir.4G161600, Sevir.5G196200","VIT_217s0000g08870, VIT_200s0394g00010","Zm00001d008716, Zm00001d045987, Zm00001d044534"
"Z.mays_RefGen_V4","Zm00001d046173",NA,"Cd,Co,Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AtILR3,OsPRI1",NA,"AT5G54680, AT1G51070","Glyma.15G063000, Glyma.15G062600, Glyma.12G196700, Glyma.13G305500, Glyma.12G136300, Glyma.06G266800, Glyma.13G286700, Glyma.12G214900","Medtr2g089000, Medtr4g081370, Medtr2g082640","LOC_Os08g04390, LOC_Os07g35870","Potri.004G031800, Potri.011G031000, Potri.001G416600, Potri.011G132400","Sobic.007G033800, Sobic.002G329300","Seita.6G069500, Seita.2G342600","Sevir.6G068300, Sevir.2G352900","VIT_200s0532g00050, VIT_219s0014g05100, VIT_212s0059g02650","Zm00001d027911, Zm00001d046173, Zm00001d049384, Zm00001d046571, Zm00001d024679, Zm00001d021701"
"Z.mays_RefGen_V4","Zm00001d046243",NA,"Co,Ni",NA,NA,NA,NA,"Inferred","AtFPN1,AtFPN2",NA,"AT5G03570, AT2G38460","Glyma.01G128300, Glyma.03G042400","Medtr4g013240, Medtr4g013245","LOC_Os06g36450","Potri.016G128500, Potri.016G128600","Sobic.010G168400","Seita.4G269800","Sevir.4G281800","VIT_208s0058g00740, VIT_208s0058g00730","Zm00001d046243"
"Z.mays_RefGen_V4","Zm00001d046277",NA,"Cd",NA,NA,NA,NA,"Inferred","AtPEN3",NA,"AT1G15210, AT1G59870, AT3G16340","Glyma.08G201300, Glyma.07G015800, Glyma.13G355000","Medtr8g014360, Medtr2g101090","LOC_Os06g36090, LOC_Os01g52560","Potri.001G189500, Potri.003G049600","Sobic.010G165500, Sobic.003G281500","Seita.4G181500, Seita.5G302300","Sevir.4G150000, Sevir.5G304900","VIT_209s0002g03630, VIT_209s0002g03640","Zm00001d036986, Zm00001d046277, Zm00001d043598"
"Z.mays_RefGen_V4","Zm00001d046571",NA,"Cd,Co,Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AtILR3,OsPRI1",NA,"AT5G54680, AT1G51070","Glyma.15G063000, Glyma.15G062600, Glyma.12G196700, Glyma.13G305500, Glyma.12G136300, Glyma.06G266800, Glyma.13G286700, Glyma.12G214900","Medtr2g089000, Medtr4g081370, Medtr2g082640","LOC_Os08g04390, LOC_Os07g35870","Potri.004G031800, Potri.011G031000, Potri.001G416600, Potri.011G132400","Sobic.007G033800, Sobic.002G329300","Seita.6G069500, Seita.2G342600","Sevir.6G068300, Sevir.2G352900","VIT_200s0532g00050, VIT_219s0014g05100, VIT_212s0059g02650","Zm00001d027911, Zm00001d046173, Zm00001d049384, Zm00001d046571, Zm00001d024679, Zm00001d021701"
"Z.mays_RefGen_V4","Zm00001d047388",NA,"Mg",NA,NA,NA,NA,"Inferred","AtMGT6",NA,"AT4G28580, AT3G58970","Glyma.05G168200, Glyma.08G126600","Medtr8g088670","LOC_Os10g39790","Potri.006G081700","Sobic.001G309400","Seita.9G337700","Sevir.9G341300","VIT_212s0034g02550","Zm00001d047388, Zm00001d029808"
"Z.mays_RefGen_V4","Zm00001d047396",NA,"As,P",NA,NA,NA,NA,"Inferred","AtACR2",NA,"AT5G03455","Glyma.19G185200","Medtr7g102310","LOC_Os03g01770","Potri.006G122700","Sobic.001G308800, Sobic.001G538600","Seita.9G337000, Seita.8G097500, Seita.5G006400, Seita.9G574100","Sevir.6G149500, Sevir.9G340600, Sevir.9G577800","VIT_208s0007g04910","Zm00001d047396"
"Z.mays_RefGen_V4","Zm00001d047639",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","OsNAS2,OsNAS1,OsNAS3",NA,"","","","LOC_Os03g19427, LOC_Os03g19420, LOC_Os07g48980","","Sobic.001G395900, Sobic.001G151400","Seita.9G429600, Seita.9G045300, Seita.2G440200","Sevir.9G433666, Sevir.9G044800, Sevir.2G452700","","Zm00001d047658, Zm00001d047651, Zm00001d047656, Zm00001d047639, Zm00001d028887, Zm00001d028888, Zm00001d022557, Zm00001d013655, Zm00001d033496"
"Z.mays_RefGen_V4","Zm00001d047651",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","OsNAS2,OsNAS1,OsNAS3",NA,"","","","LOC_Os03g19427, LOC_Os03g19420, LOC_Os07g48980","","Sobic.001G395900, Sobic.001G151400","Seita.9G429600, Seita.9G045300, Seita.2G440200","Sevir.9G433666, Sevir.9G044800, Sevir.2G452700","","Zm00001d047658, Zm00001d047651, Zm00001d047656, Zm00001d047639, Zm00001d028887, Zm00001d028888, Zm00001d022557, Zm00001d013655, Zm00001d033496"
"Z.mays_RefGen_V4","Zm00001d047656",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","OsNAS2,OsNAS1,OsNAS3",NA,"","","","LOC_Os03g19427, LOC_Os03g19420, LOC_Os07g48980","","Sobic.001G395900, Sobic.001G151400","Seita.9G429600, Seita.9G045300, Seita.2G440200","Sevir.9G433666, Sevir.9G044800, Sevir.2G452700","","Zm00001d047658, Zm00001d047651, Zm00001d047656, Zm00001d047639, Zm00001d028887, Zm00001d028888, Zm00001d022557, Zm00001d013655, Zm00001d033496"
"Z.mays_RefGen_V4","Zm00001d047658",NA,"Fe,Zn,Cu",NA,NA,NA,NA,"Inferred","OsNAS2,OsNAS1,OsNAS3",NA,"","","","LOC_Os03g19427, LOC_Os03g19420, LOC_Os07g48980","","Sobic.001G395900, Sobic.001G151400","Seita.9G429600, Seita.9G045300, Seita.2G440200","Sevir.9G433666, Sevir.9G044800, Sevir.2G452700","","Zm00001d047658, Zm00001d047651, Zm00001d047656, Zm00001d047639, Zm00001d028887, Zm00001d028888, Zm00001d022557, Zm00001d013655, Zm00001d033496"
"Z.mays_RefGen_V4","Zm00001d047709",NA,"Fe",NA,NA,NA,NA,"Inferred","OsMIT",NA,"AT1G07030, AT2G30160, AT1G07025","Glyma.02G231200, Glyma.14G198800","Medtr5g073040","LOC_Os03g18550","Potri.016G125200, Potri.009G077600, Potri.001G282400","Sobic.001G403700","Seita.9G437700","Sevir.9G441600","VIT_208s0058g00450, VIT_206s0004g07350","Zm00001d047709, Zm00001d028784"
"Z.mays_RefGen_V4","Zm00001d047775",NA,"Ca,Mn,Zn,Na,S,K,As,Se,Mo",NA,NA,NA,NA,"Inferred","AtESB1",NA,"AT1G07730, AT2G28670, AT3G55230, AT2G39430","Glyma.11G144200, Glyma.11G144000, Glyma.12G067400, Glyma.11G144400, Glyma.08G258300, Glyma.18G282600","Medtr4g062520, Medtr4g062470, Medtr4g062460, Medtr1g115510, Medtr7g021300","LOC_Os01g06250, LOC_Os03g17220","Potri.008G049200, Potri.010G211800, Potri.008G049100, Potri.010G211900","Sobic.003G064800, Sobic.001G414800","Seita.5G110100, Seita.9G448600","Sevir.5G106900, Sevir.9G452600","VIT_200s0317g00070, VIT_206s0004g04035, VIT_200s0317g00080","Zm00001d039788, Zm00001d047775"
"Z.mays_RefGen_V4","Zm00001d047786",NA,"Ni",NA,NA,NA,NA,"Inferred","AtZAT11",NA,"AT2G28710, AT2G37430, AT3G53600","Glyma.20G099100, Glyma.10G290200, Glyma.02G094500, Glyma.18G287200, Glyma.13G333400, Glyma.15G040700, Glyma.12G065800, Glyma.11G142500, Glyma.03G173200, Glyma.19G174100, Glyma.10G045200, Glyma.13G132800, Glyma.03G173100, Glyma.19G174000, Glyma.19G174200, Glyma.03G173300, Glyma.13G133100, Glyma.10G045400","Medtr7g023560, Medtr2g096540, Medtr1g067660, Medtr7g100100, Medtr1g067650, Medtr1g067640","LOC_Os03g17150","Potri.010G209400, Potri.008G051200, Potri.009G027700, Potri.001G235800","Sobic.001G035300, Sobic.001G416200","Seita.9G034400, Seita.9G449600","Sevir.9G033500, Sevir.9G453500","VIT_213s0019g00480, VIT_206s0004g04180","Zm00001d034639, Zm00001d028667, Zm00001d047786"
"Z.mays_RefGen_V4","Zm00001d048129",NA,"Fe,Mn,Zn",NA,NA,NA,NA,"Inferred","AtNRAMP3,AtNRAMP4",NA,"AT2G23150, AT5G67330, AT1G47240","Glyma.17G165200, Glyma.05G101700, Glyma.11G051500, Glyma.01G190700, Glyma.04G044000, Glyma.06G044200","Medtr4g095075, Medtr5g016270, Medtr3g102620","LOC_Os03g11010, LOC_Os12g39180","Potri.007G050600, Potri.007G050700, Potri.002G121000","Sobic.001G462500, Sobic.001G170000, Sobic.008G143700","Seita.9G497200, Seita.9G171400, Seita.3G367300","Sevir.9G501400, Sevir.9G169700, Sevir.3G384700","VIT_207s0129g00620, VIT_218s0001g09490","Zm00001d048129, Zm00001d033367, Zm00001d030846"
"Z.mays_RefGen_V4","Zm00001d048867",NA,"Fe",NA,NA,NA,NA,"Inferred","AtGA1",NA,"AT4G02780","Glyma.03G154700, Glyma.19G157000, Glyma.03G154500, Glyma.03G154400","Medtr7g011663, Medtr7g011770, Medtr7g011740, Medtr7g094970","LOC_Os02g36210, LOC_Os04g09900, LOC_Os02g17780","Potri.002G052100, Potri.005G210300","Sobic.005G161200, Sobic.001G248600","Seita.1G203600, Seita.2G144900, Seita.9G351400, Seita.9G262400","Sevir.1G206900, Sevir.2G150600, Sevir.9G357500, Sevir.9G265300","VIT_207s0151g01070, VIT_207s0151g01040","Zm00001d024512, Zm00001d048867, Zm00001d048874, Zm00001d029648, Zm00001d032961"
"Z.mays_RefGen_V4","Zm00001d048874",NA,"Fe",NA,NA,NA,NA,"Inferred","AtGA1",NA,"AT4G02780","Glyma.03G154700, Glyma.19G157000, Glyma.03G154500, Glyma.03G154400","Medtr7g011663, Medtr7g011770, Medtr7g011740, Medtr7g094970","LOC_Os02g36210, LOC_Os04g09900, LOC_Os02g17780","Potri.002G052100, Potri.005G210300","Sobic.005G161200, Sobic.001G248600","Seita.1G203600, Seita.2G144900, Seita.9G351400, Seita.9G262400","Sevir.1G206900, Sevir.2G150600, Sevir.9G357500, Sevir.9G265300","VIT_207s0151g01070, VIT_207s0151g01040","Zm00001d024512, Zm00001d048867, Zm00001d048874, Zm00001d029648, Zm00001d032961"
"Z.mays_RefGen_V4","Zm00001d049218",NA,"K",NA,NA,NA,NA,"Inferred","OsTPKb",NA,"","","","LOC_Os07g01810","","Sobic.005G114000","Seita.8G118200","Sevir.8G124600","","Zm00001d049218"
